"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/05/2022","AQS","490110004","5","8","ug/m3 SC","7","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"01/11/2022","AQS","490110004","5","43","ug/m3 SC","40","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"01/17/2022","AQS","490110004","5","47","ug/m3 SC","44","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"01/23/2022","AQS","490110004","5","21","ug/m3 SC","19","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"01/29/2022","AQS","490110004","5","35","ug/m3 SC","32","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"02/04/2022","AQS","490110004","5","20","ug/m3 SC","19","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"02/10/2022","AQS","490110004","5","18","ug/m3 SC","17","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"02/16/2022","AQS","490110004","5","7","ug/m3 SC","6","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"03/06/2022","AQS","490110004","5","3","ug/m3 SC","3","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"03/12/2022","AQS","490110004","5","7","ug/m3 SC","6","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"03/18/2022","AQS","490110004","5","11","ug/m3 SC","10","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"03/24/2022","AQS","490110004","5","14","ug/m3 SC","13","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"03/30/2022","AQS","490110004","5","6","ug/m3 SC","6","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"04/05/2022","AQS","490110004","5","18","ug/m3 SC","17","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"04/11/2022","AQS","490110004","5","20","ug/m3 SC","19","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"04/17/2022","AQS","490110004","5","10","ug/m3 SC","9","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"04/23/2022","AQS","490110004","5","4","ug/m3 SC","4","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"04/29/2022","AQS","490110004","5","12","ug/m3 SC","11","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"05/05/2022","AQS","490110004","5","16","ug/m3 SC","15","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"05/11/2022","AQS","490110004","5","41","ug/m3 SC","38","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"05/17/2022","AQS","490110004","5","13","ug/m3 SC","12","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"05/23/2022","AQS","490110004","5","9","ug/m3 SC","8","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"05/29/2022","AQS","490110004","5","4","ug/m3 SC","4","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"06/04/2022","AQS","490110004","5","25","ug/m3 SC","23","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"06/10/2022","AQS","490110004","5","30","ug/m3 SC","28","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"06/16/2022","AQS","490110004","5","26","ug/m3 SC","24","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"07/10/2022","AQS","490110004","5","28","ug/m3 SC","26","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"07/16/2022","AQS","490110004","5","22","ug/m3 SC","20","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"07/22/2022","AQS","490110004","5","30","ug/m3 SC","28","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"07/28/2022","AQS","490110004","5","40","ug/m3 SC","37","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"08/03/2022","AQS","490110004","5","22","ug/m3 SC","20","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"08/09/2022","AQS","490110004","5","20","ug/m3 SC","19","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"08/15/2022","AQS","490110004","5","17","ug/m3 SC","16","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"08/21/2022","AQS","490110004","5","10","ug/m3 SC","9","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"08/27/2022","AQS","490110004","5","23","ug/m3 SC","21","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"09/02/2022","AQS","490110004","5","26","ug/m3 SC","24","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"09/08/2022","AQS","490110004","5","57","ug/m3 SC","52","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"09/14/2022","AQS","490110004","5","10","ug/m3 SC","9","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"09/20/2022","AQS","490110004","5","23","ug/m3 SC","21","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"09/26/2022","AQS","490110004","5","22","ug/m3 SC","20","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"10/02/2022","AQS","490110004","5","13","ug/m3 SC","12","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"10/08/2022","AQS","490110004","5","23","ug/m3 SC","21","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"10/14/2022","AQS","490110004","5","26","ug/m3 SC","24","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"10/20/2022","AQS","490110004","5","27","ug/m3 SC","25","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"10/26/2022","AQS","490110004","5","12","ug/m3 SC","11","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"11/01/2022","AQS","490110004","5","18","ug/m3 SC","17","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"11/07/2022","AQS","490110004","5","17","ug/m3 SC","16","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"11/17/2022","AQS","490110004","5","21","ug/m3 SC","19","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"11/19/2022","AQS","490110004","5","21","ug/m3 SC","19","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"11/25/2022","AQS","490110004","5","23","ug/m3 SC","21","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"12/01/2022","AQS","490110004","5","9","ug/m3 SC","8","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"12/07/2022","AQS","490110004","5","24","ug/m3 SC","22","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"12/13/2022","AQS","490110004","5","5","ug/m3 SC","5","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"12/19/2022","AQS","490110004","5","51","ug/m3 SC","47","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"12/25/2022","AQS","490110004","5","53","ug/m3 SC","49","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"12/31/2022","AQS","490110004","5","4","ug/m3 SC","4","Bountiful Viewmont","1","100.0000","81102","PM10 Total 0-10um STP","36260","Ogden-Clearfield, UT","49","Utah","011","Davis","40.902967","-111.884467"
"01/01/2022","AQS","490130002","1","3","ug/m3 SC","3","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/02/2022","AQS","490130002","1","6","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/03/2022","AQS","490130002","1","16","ug/m3 SC","15","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/04/2022","AQS","490130002","1","21","ug/m3 SC","19","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/05/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/06/2022","AQS","490130002","1","5","ug/m3 SC","5","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/07/2022","AQS","490130002","1","3","ug/m3 SC","3","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/08/2022","AQS","490130002","1","3","ug/m3 SC","3","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/09/2022","AQS","490130002","1","3","ug/m3 SC","3","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/10/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/11/2022","AQS","490130002","1","14","ug/m3 SC","13","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/12/2022","AQS","490130002","1","17","ug/m3 SC","16","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/13/2022","AQS","490130002","1","21","ug/m3 SC","19","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/14/2022","AQS","490130002","1","15","ug/m3 SC","14","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/15/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/16/2022","AQS","490130002","1","13","ug/m3 SC","12","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/17/2022","AQS","490130002","1","17","ug/m3 SC","16","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/18/2022","AQS","490130002","1","18","ug/m3 SC","17","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/19/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/20/2022","AQS","490130002","1","10","ug/m3 SC","9","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/21/2022","AQS","490130002","1","9","ug/m3 SC","8","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/22/2022","AQS","490130002","1","6","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/23/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/24/2022","AQS","490130002","1","12","ug/m3 SC","11","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/25/2022","AQS","490130002","1","6","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/26/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/27/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/28/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/29/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/30/2022","AQS","490130002","1","13","ug/m3 SC","12","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"01/31/2022","AQS","490130002","1","15","ug/m3 SC","14","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/01/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/02/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/03/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/04/2022","AQS","490130002","1","12","ug/m3 SC","11","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/05/2022","AQS","490130002","1","13","ug/m3 SC","12","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/06/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/07/2022","AQS","490130002","1","10","ug/m3 SC","9","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/08/2022","AQS","490130002","1","14","ug/m3 SC","13","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/09/2022","AQS","490130002","1","15","ug/m3 SC","14","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/11/2022","AQS","490130002","1","12","ug/m3 SC","11","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/12/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/13/2022","AQS","490130002","1","10","ug/m3 SC","9","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/14/2022","AQS","490130002","1","14","ug/m3 SC","13","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/15/2022","AQS","490130002","1","15","ug/m3 SC","14","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/16/2022","AQS","490130002","1","12","ug/m3 SC","11","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/17/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/18/2022","AQS","490130002","1","10","ug/m3 SC","9","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/19/2022","AQS","490130002","1","10","ug/m3 SC","9","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/20/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/21/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/22/2022","AQS","490130002","1","5","ug/m3 SC","5","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/23/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/24/2022","AQS","490130002","1","19","ug/m3 SC","18","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/25/2022","AQS","490130002","1","15","ug/m3 SC","14","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/26/2022","AQS","490130002","1","16","ug/m3 SC","15","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/27/2022","AQS","490130002","1","19","ug/m3 SC","18","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"02/28/2022","AQS","490130002","1","24","ug/m3 SC","22","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/01/2022","AQS","490130002","1","24","ug/m3 SC","22","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/02/2022","AQS","490130002","1","22","ug/m3 SC","20","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/03/2022","AQS","490130002","1","19","ug/m3 SC","18","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/04/2022","AQS","490130002","1","9","ug/m3 SC","8","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/05/2022","AQS","490130002","1","4","ug/m3 SC","4","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/06/2022","AQS","490130002","1","2","ug/m3 SC","2","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/07/2022","AQS","490130002","1","3","ug/m3 SC","3","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/08/2022","AQS","490130002","1","5","ug/m3 SC","5","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/09/2022","AQS","490130002","1","4","ug/m3 SC","4","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/10/2022","AQS","490130002","1","4","ug/m3 SC","4","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/11/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/12/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/13/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/14/2022","AQS","490130002","1","6","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/15/2022","AQS","490130002","1","8","ug/m3 SC","7","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/16/2022","AQS","490130002","1","5","ug/m3 SC","5","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/17/2022","AQS","490130002","1","5","ug/m3 SC","5","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/18/2022","AQS","490130002","1","6","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/19/2022","AQS","490130002","1","9","ug/m3 SC","8","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/20/2022","AQS","490130002","1","11","ug/m3 SC","10","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/21/2022","AQS","490130002","1","6","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/22/2022","AQS","490130002","1","7","ug/m3 SC","6","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/23/2022","AQS","490130002","1","9","ug/m3 SC","8","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
"03/24/2022","AQS","490130002","1","14","ug/m3 SC","13","Roosevelt","1","100.0000","81102","PM10 Total 0-10um STP","","","49","Utah","013","Duchesne","40.2941780318187","-110.009732293952"
